2014-01-17 11:29:08,819 INFO started
2014-01-17 11:30:57,289 INFO started
2014-01-17 11:30:57,430 INFO started
2014-01-17 11:30:57,867 INFO started
2014-01-17 11:30:58,053 INFO started
2014-01-17 11:31:09,223 INFO started
2014-01-17 11:31:09,394 INFO started
2014-01-17 11:31:09,737 INFO started
2014-01-17 11:31:09,894 INFO started
2014-01-17 11:31:31,003 INFO started
2014-01-17 11:31:31,035 INFO started
2014-01-17 11:31:31,315 INFO started
2014-01-17 11:31:31,535 INFO started
2014-01-17 11:32:53,953 INFO started
2014-01-17 11:32:54,108 INFO started
2014-01-17 11:32:54,140 INFO started
2014-01-17 11:32:54,436 INFO started
2014-01-17 11:33:09,565 INFO started
2014-01-21 17:11:12,180 INFO started
2014-01-21 17:11:18,940 INFO started
2014-01-21 17:11:51,049 INFO started
2014-01-21 17:11:58,960 INFO started
2014-01-21 17:12:38,769 INFO started
2014-01-21 17:12:38,959 INFO started
2014-01-21 17:12:39,671 INFO started
2014-01-21 17:12:40,155 INFO started
2014-01-21 17:12:44,349 INFO started
2014-01-21 17:13:34,773 INFO started
2014-01-21 17:14:59,378 INFO started
2014-01-21 17:14:59,729 INFO started
2014-01-21 17:14:59,865 INFO started
2014-01-21 17:14:59,865 INFO started
2014-01-21 17:15:01,349 INFO started
2014-01-21 17:21:21,157 INFO started
2014-01-21 17:21:21,483 INFO started
2014-01-21 17:21:21,529 INFO started
2014-01-21 17:21:21,558 INFO started
2014-01-21 17:21:22,970 INFO started
2014-01-21 17:23:55,051 INFO started
2014-01-21 17:23:55,181 INFO started
2014-01-21 17:23:55,194 INFO started
2014-01-21 17:23:55,296 INFO started
2014-01-21 17:23:56,851 INFO started
2014-01-21 17:24:07,381 INFO started
2014-01-21 17:24:12,644 INFO started
2014-01-21 17:24:57,789 INFO started
2014-01-21 17:29:28,819 INFO started
2014-01-21 17:29:29,108 INFO started
2014-01-21 17:29:29,263 INFO started
2014-01-21 17:29:29,328 INFO started
2014-01-21 17:29:30,915 INFO started
2014-01-21 17:32:13,799 INFO started
2014-01-21 17:34:34,522 INFO started
2014-01-21 17:34:34,674 INFO started
2014-01-21 17:34:34,782 INFO started
2014-01-21 17:34:34,789 INFO started
2014-01-21 17:34:41,164 INFO started
2014-01-21 17:34:42,464 INFO started
2014-01-21 17:34:46,936 INFO started
2014-01-21 17:34:49,150 INFO started
2014-01-21 17:34:52,644 INFO started
2014-01-21 17:34:55,023 INFO started
2014-01-21 17:34:57,562 INFO started
2014-01-21 17:35:00,413 INFO started
2014-01-21 17:35:00,931 INFO started
2014-01-21 17:35:03,401 INFO started
2014-01-21 17:35:10,403 INFO started
2014-01-21 17:35:44,838 INFO started
2014-01-21 17:37:54,134 INFO started
2014-01-21 17:37:54,411 INFO started
2014-01-21 17:37:54,413 INFO started
2014-01-21 17:37:54,578 INFO started
2014-01-21 17:37:56,230 INFO started
2014-01-21 17:40:55,678 INFO started
2014-01-21 17:42:18,618 INFO started
2014-01-21 17:42:20,607 INFO started
2014-01-21 17:43:00,341 INFO started
2014-01-21 17:43:02,214 INFO started
2014-01-21 17:45:37,818 INFO started
2014-01-21 17:45:38,684 INFO started
2014-01-21 17:48:09,407 INFO started
2014-01-21 17:48:09,539 INFO started
2014-01-21 17:48:09,575 INFO started
2014-01-21 17:48:09,802 INFO started
2014-01-21 17:48:11,698 INFO started
2014-01-21 17:49:02,882 INFO started
2014-01-21 17:49:03,170 INFO started
2014-01-21 17:49:03,309 INFO started
2014-01-21 17:49:03,460 INFO started
2014-01-21 17:49:05,020 INFO started
2014-01-21 20:26:23,959 INFO started
2014-01-21 20:26:24,091 INFO started
2014-01-21 20:26:24,223 INFO started
2014-01-21 20:26:24,230 INFO started
2014-01-21 20:26:26,188 INFO started
2014-01-21 20:27:03,072 INFO 0 4 0 at 2014-01-21 18:21:53 on 7611893170008 with [0, 0, 0]
2014-01-21 21:08:15,973 INFO started
2014-01-21 21:08:15,973 INFO started
2014-01-21 21:08:15,973 INFO started
2014-01-21 21:08:41,295 INFO started
2014-01-21 21:08:41,622 INFO started
2014-01-21 21:08:42,059 INFO started
2014-01-21 21:08:42,184 INFO started
2014-01-21 21:08:42,839 INFO started
2014-01-21 21:08:44,025 INFO started
2014-01-21 21:10:13,717 INFO started
